# OQ-190 promoted_audit_edges.tsv — forward-citations from the ACTIVE surface into
# audits/. Standing artifact: names the historical records promoted to live, so a
# future shift in OQ-118's finding does not have to re-derive the edge list.
file	line	target	text
KNOWN_STATE.md	3808	audits/2026-07-02_oq195_general_n_gap	Propagated: v8 §3.4/§9.6/Appendix, v7 dated amendment, v6.13.1 changelog, `grothendieck_cohomology.pl` comments (behavior-preserving). Line-drift correction-key
KNOWN_STATE.md	3819	audits/2026-06-11_oq109_phase_b	reset, discount per `audits/2026-06-11_oq109_phase_b/EXAMPLE_INHERITED_SIGNATURES.md`) now lives
KNOWN_STATE.md	3838	audits/2026-07-02_oq136_census_bucket_provenance	**Files:** prolog/reading_registry.pl, prolog/tests/test_reading_totality.pl, prolog/commentary_census.pl, prolog/signature_detection.pl, prolog/report_generato
KNOWN_STATE.md	3838	audits/2026-07-02_oq137_reading_totality	**Files:** prolog/reading_registry.pl, prolog/tests/test_reading_totality.pl, prolog/commentary_census.pl, prolog/signature_detection.pl, prolog/report_generato
KNOWN_STATE.md	3843	audits/2026-07-02_oq136_census_bucket_provenance	OQ-136 evidence in (PROPOSAL frozen `0ba48b4c` before the join; execution `2b66dedc`): q6_unmeasured + no_agent_seats cluster = ONE haiku/contradictions generat
KNOWN_STATE.md	3843	audits/2026-07-02_oq137_reading_totality	OQ-136 evidence in (PROPOSAL frozen `0ba48b4c` before the join; execution `2b66dedc`): q6_unmeasured + no_agent_seats cluster = ONE haiku/contradictions generat
KNOWN_STATE.md	3846	audits/2026-07-01_oq45_oq52_hidden_winners	**Files:** audits/2026-07-01_oq45_oq52_hidden_winners/, prolog/testsets_haiku/temple_sacrifice_commitment__performance_only.pl
KNOWN_STATE.md	3849	audits/2026-07-01_oq45_oq52_hidden_winners	Cross-leg check of the 2026-07-01 closes (B5 of `audits/2026-07-01_oq45_oq52_hidden_winners/`): OQ-52's authored-channel finding replicates member-level 100% on
KNOWN_STATE.md	3854	audits/2026-07-01_oq45_oq52_hidden_winners	**Files:** python/w1_sheaf_join.py, prolog/signature_detection.pl, audits/2026-07-01_oq45_oq52_hidden_winners/
KNOWN_STATE.md	3866	audits/2026-07-01_oq45_oq52_hidden_winners	`audits/2026-07-01_oq45_oq52_hidden_winners/WRITEUP.md`; branch `oq45-oq52-hidden-winners`.
KNOWN_STATE.md	3869	audits/2026-07-01_oq41_row26_expansion	**Files:** ISSUES.md, docs/design/two_axis_architecture_v7.md, audits/2026-07-01_oq41_row26_expansion/, prolog/signature_detection.pl, prolog/drl_fpn.pl, prolog
KNOWN_STATE.md	3872	audits/2026-07-01_oq41_row26_expansion	OQ-40 RESOLVED: rows 19–20 split RULED-INTENDED, lifted into `two_axis_architecture_v7.md` §"Representation grounding". Row-22 → OQ-201 minted: `compute_tempora
KNOWN_STATE.md	3875	audits/2026-07-01_oq197_r4_recompute	**Files:** ISSUES.md, docs/design/detector_calibration_omega_proposal.md, prolog/detector_calibration.pl, audits/2026-07-01_oq197_r4_recompute/
KNOWN_STATE.md	3885	audits/2026-07-01_oq197_r4_recompute	unwired reference, loaded by nothing. Evidence: `audits/2026-07-01_oq197_r4_recompute/`.
KNOWN_STATE.md	3903	audits/2026-07-01_oq197_r4_recompute	**Files:** ISSUES.md, audits/2026-07-01_oq197_r4_recompute/, prolog/detector_calibration.pl
KNOWN_STATE.md	3911	audits/2026-07-01_oq197_r4_recompute	14/12 or 3× forward. Evidence: `audits/2026-07-01_oq197_r4_recompute/`.
KNOWN_STATE.md	3916	audits/2026-07-01_oq197_acceptance_controls	**Files:** audits/2026-07-01_oq197_acceptance_controls/, prolog/report_generator.pl
KNOWN_STATE.md	3920	audits/2026-07-01_oq197_acceptance_controls	OQ-197 fix witnessed end-to-end; only (5) R4 recompute remained (held on the detector_calibration proposal ruling). Evidence: `audits/2026-07-01_oq197_acceptanc
KNOWN_STATE.md	3939	audits/2026-07-01_oq197_source_h1_crosstab	**Files:** prolog/report_generator.pl, audits/2026-07-01_oq197_source_h1_crosstab/
KNOWN_STATE.md	3949	audits/2026-07-01_oq197_source_h1_crosstab	still needs its own witness. Evidence: `audits/2026-07-01_oq197_source_h1_crosstab/`.
KNOWN_STATE.md	3977	audits/2026-06-30_oq38_orphan_xref	**Files:** prolog/orphan_xref.pl, python/audits/oq38_orphan_sweep.py, prolog/drl_composition.pl, prolog/utils.pl, ISSUES.md, AGENTS.md, audits/2026-06-30_oq38_o
KNOWN_STATE.md	3981	audits/2026-06-30_oq38_orphan_xref	Four calibration orphans stripped (commits `736783e4`, `6a3acf1d`; tool `c9be12ca`) — behavior-preserving (load gate exit 0; validation suite byte-identical; pe
KNOWN_STATE.md	3987	audits/2026-06-30_oq37_census_redispose	OQ-37 RESOLVED at its root: all six read-but-unauthored `constraint_metric` names trace to the fixed compiler emit set (`generate_constraint_pl.py:608-635`); au
KNOWN_STATE.md	4018	audits/2026-06-29_oq23_coexists_fpn_canary	**Files:** prolog/drl_purity_network.pl, prolog/tests/test_coexists_fpn_canary.pl, prolog/giant_component_analysis.pl, ISSUES.md, audits/2026-06-29_oq23_coexist
KNOWN_STATE.md	4022	audits/2026-06-29_oq23_coexists_fpn_canary	FIX: same-kernel-donor guard as first clause of `compute_edge_contamination/7` — contamination-LOCAL by design, giant_comp topology deliberately untouched so OQ
KNOWN_STATE.md	4028	audits/2026-06-27_oq124_oq149_committer_convention_control	Ran the OQ-70-style bait-confound control on the three cross-model-divergent fields, per-field pre-registered (`audits/2026-06-27_oq124_oq149_committer_conventi
KNOWN_STATE.md	4040	audits/2026-06-27_oq118_reprobe	re-runnable probe: `audits/2026-06-27_oq118_reprobe/` (commit `fc57e833`); ruling `82c0693c`.
KNOWN_STATE.md	4049	audits/2026-06-27_oq182_trajectory_serialization	Witnessed (`audits/2026-06-27_oq182_trajectory_serialization/`): ps/RSS sampler captures PRE-FIX co-residency vs CURED disjoint windows; N=10 liveness battery 1
KNOWN_STATE.md	4058	audits/2026-06-26_oq91_repair	Witnessed (`audits/2026-06-26_oq91_repair/`): B1-scan non-empty (testsets/ 2, kernel_v1 30, incl. multi-step homoousios/versailles); B4 invariant PASS (classifi
KNOWN_STATE.md	4061	audits/2026-06-25_oq182_trajectory_revive	**Files:** prolog/config.pl, prolog/context_profile_mining.pl, ISSUES.md, audits/2026-06-25_oq182_trajectory_revive/
KNOWN_STATE.md	4071	audits/2026-06-25_oq182_trajectory_revive	0→1 with the serialization fix). Evidence: `audits/2026-06-25_oq182_trajectory_revive/`.
KNOWN_STATE.md	4074	audits/2026-06-18_oq104_citation_checker	**Files:** scripts/gate.sh, python/audit_citation_status.py, audits/2026-06-18_oq104_citation_checker/controls.py, audits/2026-06-18_oq104_citation_checker/cont
KNOWN_STATE.md	4074	audits/2026-06-18_oq104_citation_checker	**Files:** scripts/gate.sh, python/audit_citation_status.py, audits/2026-06-18_oq104_citation_checker/controls.py, audits/2026-06-18_oq104_citation_checker/cont
KNOWN_STATE.md	4078	audits/2026-06-18_oq104_citation_checker	Scope (do not over-read "resolved"): one of two origin routes mechanized; two residuals stay non-gating with kill conditions in ISSUES.md OQ-104 (a typo'd path 
KNOWN_STATE.md	4120	audits/2026-06-25_oq182_trajectory_revive	**Files:** audits/2026-06-25_oq182_trajectory_revive/c_null_harness.pl, audits/2026-06-25_oq182_trajectory_revive/c_null_results.log, audits/2026-06-25_oq182_tr
KNOWN_STATE.md	4120	audits/2026-06-25_oq182_trajectory_revive	**Files:** audits/2026-06-25_oq182_trajectory_revive/c_null_harness.pl, audits/2026-06-25_oq182_trajectory_revive/c_null_results.log, audits/2026-06-25_oq182_tr
KNOWN_STATE.md	4120	audits/2026-06-25_oq182_trajectory_revive	**Files:** audits/2026-06-25_oq182_trajectory_revive/c_null_harness.pl, audits/2026-06-25_oq182_trajectory_revive/c_null_results.log, audits/2026-06-25_oq182_tr
KNOWN_STATE.md	4120	audits/2026-06-25_oq182_trajectory_revive	**Files:** audits/2026-06-25_oq182_trajectory_revive/c_null_harness.pl, audits/2026-06-25_oq182_trajectory_revive/c_null_results.log, audits/2026-06-25_oq182_tr
KNOWN_STATE.md	4120	audits/2026-06-25_oq182_trajectory_revive	**Files:** audits/2026-06-25_oq182_trajectory_revive/c_null_harness.pl, audits/2026-06-25_oq182_trajectory_revive/c_null_results.log, audits/2026-06-25_oq182_tr
KNOWN_STATE.md	4124	audits/2026-06-25_oq182_trajectory_revive	MECHANISM CORRECTION (frozen quantities unchanged): the frozen "Chimera surgery map" was mechanically wrong — `group_by_shift/2` keys on constraint identity, ig
KNOWN_STATE.md	4129	audits/2026-06-25_oq182_trajectory_revive	**Files:** prolog/context_profile_mining.pl, prolog/config.pl, prolog/isomorphism_engine.pl, prolog/constraint_bridge.pl, prolog/report_generator.pl, ISSUES.md,
KNOWN_STATE.md	4133	audits/2026-06-25_oq182_trajectory_revive	Fork verdict: `context_profile_mining:cross_domain_twins/3` is canonical; `isomorphism_engine.pl` is a loaded-but-non-executing Pattern-2 fork (all callers dead
KNOWN_STATE.md	4208	audits/2026-06-24_oq41_basex_t0	**Files:** prolog/data_validation.pl, prolog/drl_composition.pl, prolog/cs_kernel_registry.pl, ISSUES.md, CLAUDE.md, audits/2026-06-24_oq41_basex_t0/
KNOWN_STATE.md	4220	audits/2026-06-24_oq41_basex_t0	PROMOTED to CLAUDE.md Running the System. Audit: `audits/2026-06-24_oq41_basex_t0/`.
KNOWN_STATE.md	4232	audits/2026-06-23_oq15_crossaxis_witnesses	(Phase 0a/0b) + `fd1ee561` (guard); witnesses `audits/2026-06-23_oq15_crossaxis_witnesses/` (incl.
KNOWN_STATE.md	4242	audits/2026-06-23_oq06_offcase_fixtures	a transient matched-pair matrix; evidence `audits/2026-06-23_oq06_offcase_fixtures/`). Carried:
KNOWN_STATE.md	4262	audits/2026-06-23_oq112_closeout	**Files:** ISSUES.md, audits/2026-06-23_oq112_closeout/
KNOWN_STATE.md	4269	audits/2026-06-23_oq112_closeout	Pattern-6 firing; latent-on-92 ≠ latent engine-wide) in `audits/2026-06-23_oq112_closeout/`.
KNOWN_STATE.md	4274	audits/2026-06-23_oq112_round3	**Files:** prolog/maxent_classifier.pl, docs/design/design_gaps.md, ISSUES.md, audits/2026-06-23_oq112_round3/
KNOWN_STATE.md	4281	audits/2026-06-23_oq112_round3	`design_gaps.md`). Evidence: `audits/2026-06-23_oq112_round3/`; Round-4 gate installed in the ISSUES OQ-112 entry.
KNOWN_STATE.md	4286	audits/2026-06-22_oq112_round2	**Files:** prolog/json_report.pl, python/shared/schemas.py, ISSUES.md, audits/2026-06-22_oq112_round2/
KNOWN_STATE.md	4293	audits/2026-06-22_oq112_round2	`audits/2026-06-22_oq112_round2/` (4-state controls; item-7-isolated diff at HEAD `a5593f7`; schema validation 0 errors).
KNOWN_STATE.md	4298	audits/2026-06-22_oq112_round2	**Files:** prolog/diagnostic_summary.pl, prolog/json_report.pl, prolog/maxent_classifier.pl, AGENTS.md, ISSUES.md, audits/2026-06-22_oq112_round2/
KNOWN_STATE.md	4304	audits/2026-06-22_oq112_round2	Commits `d69d5d39`/`4ee4ce08`/`0ef5bf6d`; matrix + witnesses `audits/2026-06-22_oq112_round2/` (GATE.md).
KNOWN_STATE.md	4309	audits/2026-06-22_oq112_round1	**Files:** prolog/diagnostic_summary.pl, ISSUES.md, audits/2026-06-22_oq112_round1/
KNOWN_STATE.md	4316	audits/2026-06-22_oq112_round1	`audits/2026-06-22_oq112_round1/`). Tripwire kept: a missing `abductive_data.json` used to read as universal
KNOWN_STATE.md	4320	audits/2026-06-22_oq20_dr_baseline_diff	**Files:** ISSUES.md, prolog/json_report.pl, prolog/drl_purity_network.pl, python/audits/oq20_strip_cs.py, python/audits/oq20_dr_diff.py, python/audits/oq20_mak
KNOWN_STATE.md	4324	audits/2026-06-22_oq20_dr_baseline_diff	only (method + controls: `audits/2026-06-22_oq20_dr_baseline_diff/WRITEUP.md`). OQ-20 = PERTURBED,
KNOWN_STATE.md	4337	audits/2026-06-21_oq35_field_counterfactual	**Files:** ISSUES.md, docs/design/design_gaps.md, prolog/probe_oq35_field_counterfactual.pl, python/audits/oq35_field_counterfactual.py, prolog/narrative_ontolo
KNOWN_STATE.md	4341	audits/2026-06-21_oq35_field_counterfactual	(`audits/2026-06-21_oq35_field_counterfactual/writeup.md`). Rows 2–3
KNOWN_STATE.md	4350	audits/2026-06-21_maxent_seat_aware	**Files:** prolog/maxent_classifier.pl, prolog/load_warning_allowlist.txt, ISSUES.md, docs/design/design_gaps.md, docs/technical/signature_detection_wiring.md, 
KNOWN_STATE.md	4354	audits/2026-06-21_maxent_seat_aware	(`fcr_routed/1`, `constructed_routed/1`) skip the MaxEnt boost. Witness (`audits/2026-06-21_maxent_seat_aware/`
KNOWN_STATE.md	4361	audits/2026-06-21_oq138_fsm_route_conversion	**Files:** prolog/signature_detection.pl, prolog/abductive_helpers.pl, ISSUES.md, AGENTS.md, audits/2026-06-21_oq138_fsm_route_conversion/CONSTRUCTED3_FINDINGS.
KNOWN_STATE.md	4369	audits/2026-06-21_oq138_fsm_route_conversion	tracked as shared GAP. validation_suite 92/0/0. Full: `audits/2026-06-21_oq138_fsm_route_conversion/CONSTRUCTED3_FINDINGS.md`.
KNOWN_STATE.md	4372	audits/2026-06-21_oq138_fsm_route_conversion	**Files:** prolog/signature_detection.pl, prolog/abductive_helpers.pl, prolog/diagnostic_summary.pl, ISSUES.md, AGENTS.md, audits/2026-06-21_oq138_fsm_route_con
KNOWN_STATE.md	4381	audits/2026-06-21_oq138_fsm_route_conversion	`audits/2026-06-21_oq138_fsm_route_conversion/FCR9_FINDINGS.md`.
KNOWN_STATE.md	4384	audits/2026-06-21_oq138_fsm_route_conversion	**Files:** prolog/signature_detection.pl, prolog/abductive_helpers.pl, prolog/config.pl, ISSUES.md, AGENTS.md, docs/technical/signature_detection_wiring.md, aud
KNOWN_STATE.md	4393	audits/2026-06-21_oq138_fsm_route_conversion	partial (FCR/constructed/CI-rope OPEN; FNL deferred OQ-70). Full: `audits/2026-06-21_oq138_fsm_route_conversion/FINDINGS.md`.
KNOWN_STATE.md	4396	audits/2026-06-21_oq119	**Files:** ISSUES.md, agent/cohort_replicate_batch.py, agent/generate_kernel_corpus.py, python/audits/oq119_spend_driver.py, python/audits/oq119_analyze.py, pro
KNOWN_STATE.md	4396	audits/2026-06-21_oq119_gate0	**Files:** ISSUES.md, agent/cohort_replicate_batch.py, agent/generate_kernel_corpus.py, python/audits/oq119_spend_driver.py, python/audits/oq119_analyze.py, pro
KNOWN_STATE.md	4401	audits/2026-06-13_oq117_within_arm_proxy	(witnessed `audits/2026-06-13_oq117_within_arm_proxy/fed_arm/`); the committer/CS axis exists only
KNOWN_STATE.md	4405	audits/2026-06-21_oq119	(`audits/2026-06-21_oq119/WRITEUP.md` + `audits/2026-06-21_oq119_gate0/`): feeding moves the
KNOWN_STATE.md	4405	audits/2026-06-21_oq119_gate0	(`audits/2026-06-21_oq119/WRITEUP.md` + `audits/2026-06-21_oq119_gate0/`): feeding moves the
KNOWN_STATE.md	4412	audits/2026-06-04_oq71_depth_lineage	**Files:** ISSUES.md, docs/design/a_hypothesis_about_corpus_size.md, python/audits/oq71_a2_richness_alldims.py, audits/2026-06-04_oq71_depth_lineage/, python/bu
KNOWN_STATE.md	4421	audits/2026-06-04_oq71_depth_lineage	controlled; `audits/2026-06-04_oq71_depth_lineage/a2_richness_alldims_results.json`). Watch-out:
KNOWN_STATE.md	4428	audits/2026-06-20_oq69_ledger_drain	**Files:** ISSUES.md, issues/INDEX.md, issues/INDEX.json, CLAUDE.md, audits/2026-06-20_oq69_ledger_drain/
KNOWN_STATE.md	4436	audits/2026-06-20_oq69_ledger_drain	arrival/departure incl. control OQ-63, gate GREEN) + δ probe: `audits/2026-06-20_oq69_ledger_drain/`.
KNOWN_STATE.md	4439	audits/2026-06-20_oq58_cross_corpus_incompleteness	**Files:** python/run_pipeline.py, python/audits/reading_reference_linter.py, agent/generate_kernel_corpus.py, ISSUES.md, docs/design/design_gaps.md, CLAUDE.md,
KNOWN_STATE.md	4444	audits/2026-06-20_oq58_cross_corpus_incompleteness	(`audits/2026-06-20_oq58_cross_corpus_incompleteness/`): live 93.5% dangling is a SPARSITY
KNOWN_STATE.md	4518	audits/2026-06-20_kernel_reading_orbits	**Files:** audits/2026-06-20_kernel_reading_orbits/, ISSUES.md
KNOWN_STATE.md	4529	audits/2026-06-20_kernel_reading_orbits	`b07e84f1`, `17dba90e`, `0fdc9d7a`; evidence `audits/2026-06-20_kernel_reading_orbits/`.
KNOWN_STATE.md	4559	audits/2026-06-18_oq56_	(diagnosis: `audits/2026-06-18_oq56_*`). Fix (commit `becd0f87`): CONDITIONAL `allOf` gate — non-empty
KNOWN_STATE.md	4605	audits/2026-06-18_oq104_citation_checker	**Files:** python/audit_citation_status.py, ISSUES.md, audits/2026-06-18_oq104_citation_checker/
KNOWN_STATE.md	4613	audits/2026-06-18_oq104_citation_checker	rot-sensitivity. Evidence: `audits/2026-06-18_oq104_citation_checker/FINDINGS.md`. OQ-104 stays open.
KNOWN_STATE.md	4651	audits/2026-06-18_oq48_recalibration	**Files:** ISSUES.md (OQ-48), audits/2026-06-18_oq48_recalibration/, python/audits/oq48_threshold_distributions.py, python/audits/oq48_analyze.py, python/audits
KNOWN_STATE.md	4659	audits/2026-06-18_oq48_recalibration	a same-regime third corpus or the ~700-story live rebuild. Evidence: `audits/2026-06-18_oq48_recalibration/`;
KNOWN_STATE.md	4673	audits/2026-06-13_oq122_retype_discriminator	(`audits/2026-06-13_oq122_retype_discriminator/breadth_sweep_results.txt`). neutron_star/FCR stays under OQ-70.
KNOWN_STATE.md	4689	audits/2026-06-17_mountain_authoring_sweep	**Files:** prolog/routing_sink.pl, prolog/signature_detection.pl, python/run_pipeline.py, python/enhanced_report.py, ISSUES.md (OQ-128), audits/2026-06-17_mount
KNOWN_STATE.md	4692	audits/2026-06-17_mountain_authoring_sweep	OQ-128 routing sink BUILT (`audits/2026-06-17_mountain_authoring_sweep/ROUTING_SINK_DESIGN.md`): (1)
KNOWN_STATE.md	4721	audits/2026-06-16_census_sweep	`audits/2026-06-16_census_sweep/`.
KNOWN_STATE.md	4732	audits/2026-06-16_partial_silent_totalization	provenance-clustering test). Witnesses: `audits/2026-06-16_partial_silent_totalization/`.
KNOWN_STATE.md	4745	audits/2026-06-16_oq121_totalization	`audits/2026-06-16_oq121_totalization/`; plunit 40/40; resolution in ISSUES OQ-121.
KNOWN_STATE.md	4757	audits/2026-06-16_oq134_commentary_census	`commentary_cell/3` clause. Witnesses: `audits/2026-06-16_oq134_commentary_census/`; resolution in ISSUES.md OQ-134.
KNOWN_STATE.md	4773	audits/2026-06-16_seat_invariant_vs_prolog	**Files:** docs/design/v8_seat_gauge_orientation_design_spec.md, audits/2026-06-16_seat_invariant_vs_prolog/, docs/seat-theorem-v1.md, docs/deferential_realism_
KNOWN_STATE.md	4776	audits/2026-06-16_seat_invariant_vs_prolog	Read-only seat/orientation audit (`audits/2026-06-16_seat_invariant_vs_prolog/`, merges `c58611a8`/`864c961d`;
KNOWN_STATE.md	4809	audits/2026-06-16_q6_crosscheck_completion	bounded R5 backfill (OPEN graduation step). Audit: `audits/2026-06-16_q6_crosscheck_completion/`; tracking
KNOWN_STATE.md	4827	audits/2026-06-15_oq131_six_observer	**Files:** prolog/constraint_indexing.pl, prolog/config.pl, prolog/config_schema.pl, prolog/config_validation.pl, python/audits/oq131_six_observer_probe.py, aud
KNOWN_STATE.md	4833	audits/2026-06-15_oq131_six_observer	`audits/2026-06-15_oq131_six_observer/`): the observed delta falls BELOW the permutation band on live/haiku/
KNOWN_STATE.md	4853	audits/2026-06-14_corpus_omega_soundness_poc	**Files:** audits/2026-06-14_corpus_omega_soundness_poc/, ISSUES.md, docs/design/design_gaps.md, prolog/testsets_haiku/
KNOWN_STATE.md	4863	audits/2026-06-14_corpus_omega_soundness_poc	(`audits/2026-06-14_corpus_omega_soundness_poc/adjudication_external.md`) corrects id-20 → ≈77%
KNOWN_STATE.md	4869	audits/2026-06-14_omega_resolver_pilot	**Files:** python/omega_resolver.py, ISSUES.md, audits/2026-06-14_omega_resolver_pilot/, audits/2026-06-14_extraction_blindness_existential_label/
KNOWN_STATE.md	4869	audits/2026-06-14_extraction_blindness_existential_label	**Files:** python/omega_resolver.py, ISSUES.md, audits/2026-06-14_omega_resolver_pilot/, audits/2026-06-14_extraction_blindness_existential_label/
KNOWN_STATE.md	4875	audits/2026-06-14_extraction_blindness_existential_label	(`audits/2026-06-14_extraction_blindness_existential_label/`). §E verdict: 57 confirm / 7 contradict /
KNOWN_STATE.md	4878	audits/2026-06-14_omega_resolver_pilot	gated on an omega-soundness spot-check). Evidence: `audits/2026-06-14_omega_resolver_pilot/`.
KNOWN_STATE.md	4881	audits/2026-06-14_omega_gap_reconstruction	**Files:** prolog/report_generator.pl, prolog/json_report.pl, ISSUES.md, audits/2026-06-14_omega_gap_reconstruction/
KNOWN_STATE.md	4891	audits/2026-06-14_omega_gap_reconstruction	carried on OQ-129. Witnesses: `audits/2026-06-14_omega_gap_reconstruction/`.
KNOWN_STATE.md	4894	audits/2026-06-14_oq122_fixture_triage	**Files:** prolog/report_generator.pl, prolog/drl_core.pl, ISSUES.md, docs/logic_extensions.md, audits/2026-06-14_oq122_fixture_triage/, audits/2026-06-14_oq49_
KNOWN_STATE.md	4894	audits/2026-06-14_oq49_remeasure	**Files:** prolog/report_generator.pl, prolog/drl_core.pl, ISSUES.md, docs/logic_extensions.md, audits/2026-06-14_oq122_fixture_triage/, audits/2026-06-14_oq49_
KNOWN_STATE.md	4902	audits/2026-06-14_oq49_remeasure	`audits/2026-06-14_oq49_remeasure/coord0_conjunction_positive_control.txt`). OQ-122 fixture-blocker found
KNOWN_STATE.md	4903	audits/2026-06-14_oq122_fixture_triage	STALE (gate adds zero new failures; evidence `audits/2026-06-14_oq122_fixture_triage/`); OQ-128 minted; OQ-122 stays open.
KNOWN_STATE.md	4908	audits/2026-06-12_cohort_zero	**Files:** python/linter.py, python/regenerate_stories.py, agent/cohort_zero_regen.py, python/tests/test_deleak_chokepoint.py, audits/2026-06-12_cohort_zero/pil
KNOWN_STATE.md	4916	audits/2026-06-14_oq116_mmc_engine_witness	(`audits/2026-06-14_oq116_mmc_engine_witness/`): 9/9 live MMC firings diverge at the metric seat;
KNOWN_STATE.md	4930	audits/2026-06-13_twin_comparison	(witnessed building the twin negative control, `audits/2026-06-13_twin_comparison/`). Since
KNOWN_STATE.md	4935	audits/2026-06-14_oq49_remeasure	**Files:** python/audits/oq49_override_remeasure.py, audits/2026-06-14_oq49_remeasure/, ISSUES.md, prolog/signature_detection.pl
KNOWN_STATE.md	4944	audits/2026-06-14_oq49_remeasure	numbers as live. Evidence: `audits/2026-06-14_oq49_remeasure/`; OQ-49 resolved.
KNOWN_STATE.md	4947	audits/2026-06-13_twin_comparison	**Files:** python/run_pipeline.py, python/story_repair.py, agent/generate_kernel_corpus.py, python/audits/twin_comparison.py, audits/2026-06-13_twin_comparison/
KNOWN_STATE.md	4955	audits/2026-06-13_twin_comparison	outputs untouched). B-result (`audits/2026-06-13_twin_comparison/`, twins classified at commit `8126231`,
KNOWN_STATE.md	5004	audits/2026-06-12_cohort_zero	**Files:** agent/cohort_replicate_batch.py, python/cohort_stability.py, python/cohort_sigma_seat_eval.py, audits/2026-06-12_cohort_zero/, ISSUES.md (OQ-109 reso
KNOWN_STATE.md	5013	audits/2026-06-12_cohort_zero	FIELD-CONSTRUCTION-TYPE, not the σ/seat line → discharged to OQ-118 (filed). Evidence: `audits/2026-06-12_cohort_zero/`.
KNOWN_STATE.md	5016	audits/2026-06-12_cohort_zero	**Files:** prolog/testsets/ (n=5 restored), prolog/archives/datasets/iran_essay_2026-06-11/, python/cohort_stability.py, python/cohort_sigma_seat_eval.py, ISSUE
KNOWN_STATE.md	5019	audits/2026-06-12_cohort_zero	Phase C wire-only close (branch `oq109-phasec-closeout`; WRITEUP `audits/2026-06-12_cohort_zero/WRITEUP.md`).
KNOWN_STATE.md	5054	audits/2026-06-12_oq78_dead_bin_channel	W1–W3: `audits/2026-06-12_oq78_dead_bin_channel/`.
KNOWN_STATE.md	5057	audits/2026-06-12_oq106_retire	**Files:** prolog/intent_engine.pl, prolog/config.pl, prolog/config_schema.pl, ISSUES.md, docs/design/design_gaps.md, audits/2026-06-12_oq106_retire/
KNOWN_STATE.md	5066	audits/2026-06-12_oq106_retire	`f3f1e99f`; evidence audits/2026-06-12_oq106_retire/.
KNOWN_STATE.md	5069	audits/2026-06-12_oq105_alignment_gate	**Files:** ISSUES.md, prompts/constraint_story_generation_prompt_json.md, python/generate_constraint_pl.py, audits/2026-06-12_oq105_alignment_gate/
KNOWN_STATE.md	5077	audits/2026-06-12_oq105_alignment_gate	oq105-alignment-rule; evidence audits/2026-06-12_oq105_alignment_gate/.
KNOWN_STATE.md	5080	audits/2026-06-11_oq105_row_sweep	**Files:** ISSUES.md, audits/2026-06-11_oq105_row_sweep/
KNOWN_STATE.md	5087	audits/2026-06-11_oq105_row_sweep	`37ea069f`; evidence audits/2026-06-11_oq105_row_sweep/.
KNOWN_STATE.md	5089	audits/2026-06-12_signature_identity_witness	**Files:** audits/2026-06-12_signature_identity_witness/, ISSUES.md, CLAUDE.md, prolog/logical_fingerprint.pl, agent/c-orchestrator.py
KNOWN_STATE.md	5093	audits/2026-06-12_signature_identity_witness	space (`audits/2026-06-12_signature_identity_witness/`, raw output pasted): both directions
KNOWN_STATE.md	5103	audits/2026-06-12_cohort_zero	**Files:** prolog/testsets/ (corpus swap), json/, prolog/guard_exclusions.pl, prolog/archives/datasets/kernel_v2_test2/, agent/cohort_zero_regen.py, ISSUES.md, 
KNOWN_STATE.md	5113	audits/2026-06-12_cohort_zero	audits/2026-06-12_cohort_zero/.
KNOWN_STATE.md	5129	audits/2026-06-12_oq114_archive_probe	**Files:** ISSUES.md, audits/2026-06-12_oq114_archive_probe/
KNOWN_STATE.md	5138	audits/2026-06-12_oq114_archive_probe	restrictive. Evidence audits/2026-06-12_oq114_archive_probe/.
KNOWN_STATE.md	5141	audits/2026-06-11_oq109_phase_b	**Files:** ISSUES.md, audits/2026-06-11_oq109_phase_b/B4_EXPECTED_DIVERGENCE_MANIFEST.md
KNOWN_STATE.md	5145	audits/2026-06-11_oq109_phase_b	(audits/2026-06-11_oq109_phase_b/B4_EXPECTED_DIVERGENCE_MANIFEST.md): pipeline green, plunit 14/14,
KNOWN_STATE.md	5152	audits/2026-06-11_oq109_phase_b	**Files:** prolog/narrative_ontology.pl, python/linter.py, prolog/test_harness.pl, prolog/json_report.pl, prolog/report_generator.pl, python/shared/schemas.py, 
KNOWN_STATE.md	5156	audits/2026-06-11_oq109_phase_b	audits/2026-06-11_oq109_phase_b/): five zero-consumer narrative_ontology detectors retired (grep
KNOWN_STATE.md	5163	audits/2026-06-11_oq109_phase_b	**Files:** prolog/report_generator.pl, prolog/data_validation.pl, python/generate_constraint_pl.py, CLAUDE.md, ISSUES.md, audits/2026-06-11_oq109_phase_b/
KNOWN_STATE.md	5172	audits/2026-06-11_oq109_phase_b	loaded by [stack]. Evidence audits/2026-06-11_oq109_phase_b/.
KNOWN_STATE.md	5175	audits/2026-06-11_oq109_phase_b	**Files:** prolog/signature_detection.pl, ISSUES.md, docs/technical/build_discipline.md, audits/2026-06-11_oq109_phase_b/
KNOWN_STATE.md	5184	audits/2026-06-11_oq109_phase_b	`audits/2026-06-11_oq109_phase_b/`). OQ-114 carries the exposure-window note. Banked:
KNOWN_STATE.md	5189	audits/2026-06-11_oq109_phase_b	**Files:** prolog/signature_detection.pl, ISSUES.md, audits/2026-06-11_oq109_phase_b/
